X1,X2,X3,y
36,27,72,4536
93,53,40,5840
3,80,44,3652
46,13,14,826
40,85,8,1000
86,26,89,9968
79,77,51,7956
88,71,71,11289
31,95,64,8064
72,89,55,8855
68,38,24,2544
64,50,57,6498
71,12,55,4565
4,30,92,3128
86,91,23,4071
98,75,83,14359
54,84,10,1380
39,51,6,540
36,98,0,0
43,97,69,9660
4,77,29,2349
86,28,37,4218
27,61,88,7744
95,73,44,7392
21,40,31,1891
87,96,18,3294
44,95,4,556
14,0,78,1092
91,32,96,11808
46,48,50,4700
0,81,70,5670
4,6,35,350
6,18,25,600
13,67,80,6400
88,43,4,524
74,85,49,7791
67,3,7,490
80,66,93,13578
66,60,40,5040
94,17,21,2331
6,38,46,2024
55,40,56,5320
18,46,78,4992
70,8,95,7410
71,74,3,435
9,55,12,768
71,62,79,10507
23,22,26,1170
38,50,97,8536
92,64,81,12636
42,44,5,430
70,35,46,4830
33,74,99,10593
53,98,13,1963
14,11,10,250
96,1,17,1649
45,13,54,3132
27,54,88,7128
53,34,45,3915
60,13,58,4234
37,6,91,3913
85,60,6,870
68,27,6,570
62,28,46,4140
67,11,93,7254
78,30,99,10692
30,45,25,1875
49,41,95,8550
40,59,75,7425
30,63,26,2418
97,58,65,10075
10,65,11,825
4,90,16,1504
24,36,77,4620
71,8,46,3634
49,0,4,196
44,5,67,3283
39,18,4,228
72,58,25,3250
24,30,30,1620
75,73,9,1332
0,23,58,1334
78,55,99,13167
57,29,28,2408
17,75,80,7360
16,80,7,672
24,32,73,4088
39,70,91,9919
80,99,56,10024
45,49,58,5452
63,50,2,226
83,60,26,3718
12,62,87,6438
58,75,62,8246
89,90,5,895
52,85,0,0
81,57,80,11040
82,12,3,282
31,87,44,5192
27,1,88,2464
64,12,50,3800
59,76,58,7830
75,38,63,7119
53,19,12,864
84,71,38,5890
12,40,48,2496
34,88,23,2806
98,29,70,8890
88,13,73,7373
90,55,84,12180
78,39,9,1053
24,66,59,5310
64,30,62,5828
91,85,17,2992
1,69,15,1050
19,93,20,2240
0,87,81,7047
73,87,17,2720
68,16,80,6720
49,58,94,10058
96,50,60,8760
90,58,62,9176
19,20,44,1716
55,73,64,8192
63,32,94,8930
85,98,61,11163
29,38,80,5360
44,12,93,5208
48,87,91,12285
70,56,70,8820
79,81,17,2720
29,44,16,1168
40,33,76,5548
39,3,97,4074
23,59,11,902
37,50,59,5133
72,6,75,5850
46,59,95,9975
13,37,27,1350
20,40,56,3360
98,85,5,915
86,35,85,10285
43,92,70,9450
53,85,68,9384
5,27,17,544
91,9,92,9200
35,53,9,792
8,35,52,2236
77,5,70,5740
0,59,48,2832
3,39,70,2940
30,36,7,462
17,1,66,1188
62,91,99,15147
44,94,55,7590
8,53,54,3294
78,98,79,13904
94,14,68,7344
89,54,74,10582
60,22,75,6150
36,64,87,8700
53,83,83,11288
74,46,25,3000
22,24,88,4048
12,25,32,1184
16,55,20,1420
3,26,35,1015
21,9,41,1230
62,50,81,9072
33,17,69,3450
93,2,26,2470
35,40,96,7200
56,1,33,1881
91,85,18,3168
29,92,62,7502
82,78,21,3360
24,26,31,1550
59,40,46,4554
11,43,21,1134
86,61,91,13377
55,27,18,1476
62,51,47,5311
1,17,11,198
48,98,20,2920
18,31,82,4018
92,59,20,3020
40,55,18,1710
72,15,3,261
23,78,62,6262
32,82,95,10830
25,47,81,5832
22,89,60,6660
50,74,47,5828
3,49,40,2080
79,55,67,8978
68,97,40,6600
38,4,16,672
67,57,48,5952
44,84,92,11776
12,13,58,1450
31,30,75,4575
88,61,17,2533
56,53,48,5232
38,44,14,1148
46,51,98,9506
1,89,81,7290
26,59,38,3230
66,9,39,2925
6,24,9,270
19,94,97,10961
37,78,2,230
50,2,37,1924
60,79,61,8479
59,85,98,14112
32,60,10,920
66,97,11,1793
64,86,87,13050
69,81,73,10950
29,14,89,3827
49,98,20,2940
5,99,85,8840
51,63,46,5244
76,41,67,7839
71,33,22,2288
66,51,96,11232
39,38,76,5852
92,99,62,11842
28,32,67,4020
97,65,89,14418
0,69,47,3243
60,11,29,2059
13,17,64,1920
49,77,91,11466
19,82,35,3535
2,65,38,2546
12,48,78,4680
83,61,59,8496
71,12,61,5063
8,57,52,3380
99,61,78,12480
38,53,72,6552
73,51,99,12276
33,18,9,459
5,28,32,1056
15,36,68,3468
57,27,43,3612
34,54,55,4840
6,47,55,2915
30,62,36,3312
45,74,39,4641
21,39,13,780
14,55,31,2139
64,62,9,1134
53,21,97,7178
98,30,9,1152
36,55,13,1183
11,15,16,416
90,79,8,1352
22,99,89,10769
21,81,77,7854
11,83,68,6392
96,85,48,8688
91,55,12,1752
32,24,41,2296
63,62,34,4250
1,5,60,360
66,37,44,4532
11,76,71,6177
33,87,51,6120
68,31,96,9504
4,93,30,2910
45,40,52,4420
41,27,77,5236
58,98,88,13728
90,64,46,7084
83,95,44,7832
57,1,38,2204
93,65,17,2686
55,4,86,5074
82,29,69,7659
60,51,99,10989
40,68,8,864
80,82,86,13932
26,37,87,5481
19,7,41,1066
75,9,67,5628
14,36,95,4750
78,74,62,9424
23,33,34,1904
1,47,53,2544
87,13,72,7200
14,83,28,2716
48,93,25,3525
96,51,95,13965
60,7,22,1474
79,46,82,10250
92,81,79,13667
31,94,58,7250
68,8,83,6308
86,91,49,8673
37,98,38,5130
28,6,7,238
68,87,47,7285
20,85,99,10395
85,75,43,6880
38,81,58,6902
58,70,39,4992
20,14,1,34
1,47,81,3888
96,26,13,1586
83,73,8,1248
50,32,54,4428
87,20,48,5136
61,59,31,3720
60,87,85,12495
69,56,23,2875
38,90,49,6272
52,15,44,2948
42,40,90,7380
8,47,61,3355
90,71,43,6923
89,17,47,4982
4,52,82,4592
89,5,72,6768
37,14,20,1020
9,68,27,2079
35,89,51,6324
0,79,27,2133
94,60,64,9856
15,25,69,2760
74,70,39,5616
76,71,82,12054
30,52,69,5658
62,90,94,14288
8,40,70,3360
38,72,66,7260
84,28,25,2800
72,26,92,9016
10,27,49,1813
40,92,4,528
12,76,92,8096
36,72,70,7560
45,16,41,2501
84,88,47,8084
8,43,46,2346
35,87,33,4026
61,54,69,7935
63,36,88,8712
57,20,81,6237
28,4,90,2880
11,33,27,1188
43,16,67,3953
66,51,64,7488
20,2,67,1474
29,88,61,7137
54,50,32,3328
22,37,81,4779
48,81,41,5289
43,80,58,7134
19,7,44,1144
24,74,96,9408
67,84,51,7701
39,43,42,3444
93,91,99,18216
28,86,92,10488
29,30,30,1770
59,55,94,10716
21,16,64,2368
33,11,75,3300
55,12,42,2814
67,25,61,5612
77,37,72,8208
40,39,26,2054
28,70,79,7742
52,58,1,110
49,43,20,1840
64,43,39,4173
32,68,91,9100
33,71,22,2288
29,21,25,1250
2,30,71,2272
30,89,69,8211
58,19,13,1001
52,88,45,6300
9,31,55,2200
82,68,88,13200
37,23,99,5940
47,5,93,4836
44,12,50,2800
42,69,48,5328
6,8,92,1288
28,96,10,1240
20,94,45,5130
78,89,51,8517
92,20,45,5040
11,69,2,160
11,61,21,1512
90,50,57,7980
99,23,40,4880
99,79,30,5340
48,43,7,637
42,91,65,8645
4,30,82,2788
85,16,78,7878
56,73,53,6837
85,29,12,1368
47,84,79,10349
71,90,99,15939
62,32,73,6862
51,49,82,8200
26,51,72,5544
56,8,29,1856
88,32,89,10680
73,45,1,118
69,69,88,12144
71,75,85,12410
0,79,91,7189
54,16,89,6230
91,42,61,8113
36,53,10,890
8,99,75,8025
84,17,91,9191
75,44,95,11305
63,38,99,9999
15,58,62,4526
19,83,75,7650
31,12,31,1333
21,72,53,4929
36,85,25,3025
99,98,95,18715
83,4,35,3045
57,29,62,5332
20,59,55,4345
7,90,45,4365
4,67,80,5680
79,31,43,4730
89,52,74,10434
27,3,77,2310
87,3,16,1440
51,9,22,1320
18,56,50,3700
54,27,56,4536
89,52,20,2820
53,80,29,3857
27,43,71,4970
67,51,64,7552
8,20,20,560
89,45,36,4824
79,63,83,11786
15,53,95,6460
16,0,22,352
74,99,23,3979
11,34,75,3375
81,1,56,4592
35,11,15,690
54,63,10,1170
81,1,59,4838
21,95,97,11252
40,67,57,6099
17,71,96,8448
38,22,63,3780
87,66,25,3825
3,18,99,2079
54,9,31,1953
33,51,48,4032
92,72,51,8364
57,97,65,10010
67,10,31,2387
54,23,70,5390
37,37,81,5994
68,31,49,4851
75,41,78,9048
64,18,99,8118
28,61,6,534
59,85,90,12960
98,37,40,5400
63,96,36,5724
51,85,72,9792
16,69,90,7650
37,24,55,3355
75,7,81,6642
6,28,76,2584
35,66,67,6767
96,4,18,1800
87,80,42,7014
85,24,49,5341
19,33,96,4992
52,88,42,5880
18,12,80,2400
57,13,87,6090
95,83,84,14952
25,97,59,7198
42,54,72,6912
55,6,83,5063
15,70,82,6970
21,5,69,1794
37,98,22,2970
34,20,24,1296
83,33,45,5220
83,36,26,3094
15,32,50,2350
62,98,61,9760
27,20,25,1175
74,31,81,8505
0,36,73,2628
26,44,12,840
71,24,36,3420
32,93,37,4625
19,71,21,1890
66,83,91,13559
97,89,24,4464
19,35,97,5238
97,41,26,3588
29,95,93,11532
27,78,36,3780
47,26,75,5475
97,84,17,3077
76,14,45,4050
84,63,25,3675
55,26,12,972
17,24,29,1189
18,63,59,4779
26,57,72,5976
87,65,58,8816
7,8,68,1020
57,76,84,11172
57,17,96,7104
85,54,32,4448
19,78,37,3589
65,11,20,1520
19,8,40,1080
36,44,56,4480
36,21,88,5016
89,91,2,360
23,45,91,6188
53,69,33,4026
39,62,55,5555
1,37,9,342
33,88,4,484
39,11,9,450
54,47,32,3232
42,33,80,6000
22,80,3,306
15,6,88,1848
86,82,35,5880
55,36,85,7735
59,43,5,510
18,66,84,7056
96,74,73,12410
29,36,53,3445
29,28,55,3135
85,48,42,5586
28,16,43,1892
13,5,62,1116
6,56,83,5146
43,37,50,4000
28,65,52,4836
45,4,13,637
6,75,46,3726
56,48,94,9776
48,13,35,2135
51,99,92,13800
37,32,80,5520
83,27,42,4620
44,39,90,7470
64,37,29,2929
86,3,81,7209
59,21,47,3760
99,18,91,10647
56,35,49,4459
19,58,34,2618
77,97,27,4698
66,60,30,3780
1,33,21,714
64,24,50,4400
2,11,62,806
32,22,95,5130
19,15,57,1938
81,70,87,13137
47,63,35,3850
19,7,80,2080
18,21,45,1755
88,12,99,9900
84,89,42,7266
34,1,40,1400
20,64,88,7392
98,71,26,4394
10,8,53,954
27,77,30,3120
31,98,76,9804
4,83,36,3132
89,42,40,5240
2,92,93,8742
19,63,69,5658
63,96,21,3339
24,92,47,5452
15,34,79,3871
34,62,15,1440
61,35,14,1344
21,78,42,4158
65,29,22,2068
25,67,1,92
38,54,32,2944
47,13,58,3480
25,49,33,2442
6,20,16,416
91,43,96,12864
53,62,99,11385
21,61,41,3362
45,85,1,130
43,44,42,3654
14,90,21,2184
73,43,12,1392
29,55,20,1680
45,1,12,552
26,60,43,3698
35,56,46,4186
23,2,11,275
80,96,99,17424
98,82,3,540
18,22,52,2080
9,27,49,1764
25,84,16,1744
29,69,23,2254
58,91,74,11026
37,84,95,11495
53,13,7,462
55,61,36,4176
43,47,94,8460
22,88,70,7700
15,89,94,9776
44,83,46,5842
69,2,80,5680
26,70,90,8640
83,13,96,9216
67,79,76,11096
19,87,3,318
85,59,80,11520
36,39,62,4650
18,66,19,1596
8,48,10,560
44,47,41,3731
51,92,5,715
43,14,1,57
17,49,28,1848
54,95,73,10877
32,20,85,4420
38,47,70,5950
91,22,84,9492
34,65,69,6831
90,80,76,12920
86,19,85,8925
63,24,81,7047
81,60,75,10575
65,92,34,5338
61,59,39,4680
43,45,74,6512
62,42,69,7176
47,89,18,2448
4,83,72,6264
38,57,89,8455
99,54,66,10098
82,63,12,1740
75,92,86,14362
39,41,67,5360
70,78,66,9768
44,7,70,3570
34,55,28,2492
73,83,37,5772
18,65,68,5644
41,44,97,8245
67,31,16,1568
72,8,60,4800
58,28,75,6450
35,72,14,1498
23,39,89,5518
16,52,48,3264
2,98,22,2200
18,68,3,258
61,97,2,316
73,3,27,2052
26,79,99,10395
55,88,10,1430
96,59,17,2635
4,92,78,7488
82,17,72,7128
93,47,80,11200
4,67,11,781
60,41,53,5353
46,29,51,3825
73,37,37,4070
69,32,99,9999
18,56,8,592
88,37,9,1125
8,41,64,3136
1,68,59,4071
58,37,63,5985
34,75,36,3924
64,84,33,4884
83,91,61,10614
54,49,2,206
28,26,68,3672
85,7,81,7452
14,17,36,1116
48,89,43,5891
44,95,69,9591
47,36,67,5561
84,96,51,9180
68,86,51,7854
0,6,36,216
85,22,16,1712
59,3,40,2480
91,21,73,8176
40,46,76,6536
3,37,72,2880
56,12,32,2176
7,62,31,2139
27,80,49,5243
92,86,0,0
64,23,63,5481
83,77,10,1600
94,99,54,10422
3,96,57,5643
53,34,51,4437
31,62,56,5208
59,16,73,5475
97,24,82,9922
92,53,62,8990
13,68,6,486
74,79,39,5967
95,22,71,8307
84,72,13,2028
77,30,91,9737
8,17,35,875
68,96,33,5412
34,22,85,4760
38,12,39,1950
0,77,30,2310
1,18,81,1539
77,68,0,0
85,90,55,9625
85,55,98,13720
74,2,20,1520
23,49,2,144
24,44,39,2652
16,38,77,4158
31,59,25,2250
93,27,62,7440
20,91,45,4995
56,36,91,8372
59,47,34,3604
64,10,1,74
95,77,36,6192
28,89,86,10062
40,29,68,4692
33,15,40,1920
88,85,4,692
55,93,8,1184
74,82,47,7332
94,36,80,10400
73,36,35,3815
0,42,90,3780
12,59,4,284
80,53,57,7581
39,77,73,8468
97,89,16,2976
93,48,36,5076
43,45,72,6336
87,61,28,4144
75,73,12,1776
13,41,14,756
31,17,33,1584
14,36,38,1900
38,14,84,4368
28,16,62,2728
67,56,10,1230
38,53,60,5460
6,37,77,3311
3,45,9,432
6,66,63,4536
0,42,79,3318
41,81,65,7930
93,97,83,15770
74,87,30,4830
33,50,92,7636
3,30,69,2277
64,50,68,7752
56,79,41,5535
92,85,35,6195
17,9,2,52
33,8,51,2091
68,69,14,1918
15,71,79,6794
40,54,41,3854
43,54,24,2328
0,67,57,3819
69,99,76,12768
27,42,75,5175
36,20,56,3136
99,13,17,1904
62,98,27,4320
66,45,84,9324
12,10,52,1144
37,91,69,8832
3,35,77,2926
72,34,92,9752
49,89,14,1932
23,18,14,574
76,44,86,10320
34,26,87,5220
29,39,80,5440
30,88,83,9794
70,5,26,1950
1,20,86,1806
18,10,65,1820
81,51,68,8976
30,87,40,4680
52,69,10,1210
13,5,30,540
30,47,37,2849
39,28,97,6499
55,73,57,7296
47,48,5,475
15,18,98,3234
46,95,22,3102
35,88,84,10332
86,66,50,7600
60,38,45,4410
49,96,61,8845
31,48,73,5767
79,95,88,15312
21,49,21,1470
39,90,77,9933
54,48,70,7140
14,17,90,2790
18,28,98,4508
99,85,68,12512
95,30,66,8250
15,61,41,3116
62,16,99,7722
43,16,39,2301
21,99,51,6120
9,91,11,1100
47,76,26,3198
35,38,0,0
32,52,1,84
16,3,13,247
43,4,33,1551
48,38,52,4472
55,73,67,8576
84,76,19,3040
61,28,46,4094
86,18,94,9776
62,78,78,10920
99,2,98,9898
24,35,85,5015
23,10,31,1023
75,60,68,9180
69,60,51,6579
66,92,21,3318
65,27,14,1288
59,97,65,10140
8,12,83,1660
49,14,74,4662
77,11,97,8536
63,59,53,6466
9,36,70,3150
72,18,73,6570
56,3,63,3717
74,36,37,4070
8,76,50,4200
9,38,43,2021
43,86,24,3096
31,8,96,3744
27,77,47,4888
52,51,84,8652
47,3,19,950
15,3,8,144
46,77,7,861
65,89,27,4158
82,33,29,3335
30,80,48,5280
90,81,20,3420
73,96,25,4225
6,66,29,2088
80,47,2,254
21,6,57,1539
92,17,87,9483
45,34,57,4503
77,68,69,10005
8,33,83,3403
89,16,94,9870
27,72,92,9108
51,24,23,1725
98,46,31,4464
29,64,82,7626
2,3,7,35
10,91,98,9898
0,6,25,150
59,6,73,4745
74,27,26,2626
87,18,67,7035
1,9,4,40
71,55,83,10458
97,73,94,15980
17,23,94,3760
84,32,27,3132
85,89,11,1914
55,88,65,9295
24,37,60,3660
7,89,71,6816
31,71,88,8976
51,70,71,8591
61,52,93,10509
30,66,99,9504
69,19,32,2816
73,12,77,6545
6,38,80,3520
95,84,32,5728
24,89,1,113
28,80,72,7776
89,10,65,6435
59,71,12,1560
56,67,81,9963
82,31,82,9266
10,87,19,1843
7,94,29,2929
51,25,44,3344
40,77,7,819
3,93,20,1920
83,86,16,2704
82,43,78,9750
95,29,29,3596
18,3,50,1050
89,10,38,3762
79,79,76,12008
76,47,52,6396
16,5,41,861
73,18,13,1183
80,73,86,13158
50,40,90,8100
44,14,21,1218
12,34,63,2898
64,12,18,1368
94,45,44,6116
42,8,69,3450
78,64,5,710
67,28,34,3230
36,53,32,2848
53,38,7,637
96,78,35,6090
73,90,38,6194
18,88,36,3816
83,98,6,1086
52,72,53,6572
25,24,71,3479
55,62,37,4329
68,86,87,13398
36,38,7,518
57,32,52,4628
75,48,16,1968
81,69,63,9450
82,73,78,12090
86,11,67,6499
50,98,62,9176
44,37,84,6804
47,50,91,8827
82,78,14,2240
91,87,37,6586
12,72,99,8316
33,75,46,4968
3,28,17,527
94,64,85,13430
26,30,0,0
21,73,93,8742
67,12,58,4582
31,1,35,1120
5,42,98,4606
35,82,36,4212
58,82,15,2100
10,2,70,840
32,4,37,1332
98,84,89,16198
42,22,49,3136
48,34,44,3608
70,1,93,6603
98,32,29,3770
56,64,46,5520
20,45,8,520
92,4,51,4896
37,94,27,3537
54,35,90,8010
0,2,95,190
52,92,21,3024
58,95,9,1377
16,91,76,8132
3,83,28,2408
67,8,64,4800
68,36,42,4368
52,28,1,80
29,26,29,1595
19,18,9,333
52,19,89,6319
0,75,7,525
39,89,40,5120
8,42,59,2950
44,56,20,2000
83,35,98,11564
83,38,78,9438
56,7,93,5859
17,91,24,2592
72,46,93,10974
16,8,37,888
84,64,5,740
88,64,82,12464
5,14,48,912
17,75,73,6716
59,58,32,3744
76,40,4,464
96,59,42,6510
45,24,89,6141
79,55,27,3618
51,53,16,1664
82,89,42,7182
44,42,11,946
50,28,9,702
72,36,48,5184
89,42,30,3930
1,50,10,510
54,12,21,1386
69,8,81,6237
80,37,85,9945
54,76,18,2340
25,11,2,72
26,70,8,768
16,80,0,0
14,11,98,2450
37,46,76,6308
21,39,65,3900
68,92,69,11040
72,30,29,2958
49,2,91,4641
69,90,87,13833
7,62,25,1725
54,17,27,1917
31,56,88,7656
92,85,60,10620
38,78,98,11368
12,70,5,410
34,79,38,4294
64,15,35,2765
91,49,61,8540
20,9,29,841
24,74,70,6860
47,84,25,3275
23,99,13,1586
97,28,96,12000
10,54,83,5312
59,3,98,6076
55,59,21,2394
51,14,13,845
88,25,60,6780
93,59,2,304
37,46,42,3486
0,88,37,3256
42,65,52,5564
64,72,67,9112
91,22,68,7684
36,68,62,6448
99,62,12,1932
48,38,82,7052
25,22,80,3760
28,46,98,7252
38,24,47,2914
30,14,40,1760
87,84,98,16758
91,57,30,4440
36,24,45,2700
66,32,87,8526
72,11,95,7885
14,36,59,2950
64,41,75,7875
21,1,73,1606
37,62,78,7722
62,49,45,4995
79,47,68,8568
62,35,97,9409
1,99,3,300
52,29,75,6075
7,58,52,3380
34,81,42,4830
58,30,70,6160
87,64,33,4983
36,20,58,3248
85,46,11,1441
24,52,72,5472
28,44,59,4248
42,43,72,6120
93,40,19,2527
96,88,54,9936
19,33,48,2496
30,60,33,2970
81,38,25,2975
95,4,76,7524
96,88,20,3680
75,54,40,5160
85,70,56,8680
64,16,70,5600
58,80,78,10764
23,25,39,1872
89,49,16,2208
9,77,28,2408
67,83,10,1500
46,19,44,2860
12,31,88,3784
72,63,39,5265
10,90,31,3100
21,76,4,388
17,35,66,3432
86,4,91,8190
62,27,27,2403
58,31,21,1869
89,69,50,7900
45,17,97,6014
59,1,97,5820
10,56,82,5412
58,61,70,8330
2,4,55,330
58,41,51,5049
38,40,69,5382
61,14,75,5625
72,16,16,1408
28,72,43,4300
63,6,77,5313
22,76,41,4018
94,43,37,5069
54,5,55,3245
58,62,22,2640
62,45,66,7062
70,69,99,13761
51,89,48,6720
55,91,96,14016
84,0,92,7728
73,20,13,1209
94,3,13,1261
94,3,37,3589
91,44,8,1080
39,37,79,6004
23,10,65,2145
36,95,66,8646
94,73,15,2505
10,72,79,6478
84,49,15,1995
93,86,97,17363
44,68,51,5712
8,49,42,2394
76,4,53,4240
96,73,29,4901
85,94,85,15215
73,3,97,7372
35,36,72,5112
15,17,54,1728
70,47,70,8190
27,84,44,4884
65,74,2,278
14,44,83,4814
62,73,45,6075
74,77,68,10268
65,91,7,1092
89,96,22,4070
72,12,26,2184
88,82,15,2550
59,25,39,3276
71,40,99,10989
70,20,93,8370
1,18,52,988
3,11,80,1120
97,5,40,4080
67,60,96,12192
43,56,85,8415
40,77,42,4914
38,18,74,4144
59,66,26,3250
56,23,22,1738
12,26,99,3762
78,16,70,6580
78,53,76,9956
19,86,71,7455
22,8,37,1110
58,37,64,6080
47,45,43,3956
56,68,16,1984
96,34,95,12350
98,25,0,0
92,81,17,2941
64,27,87,7917
61,95,10,1560
57,21,11,858
73,88,33,5313
0,55,62,3410
87,8,83,7885
69,66,61,8235
82,32,49,5586
4,17,51,1071
16,47,59,3717
22,62,58,4872
87,92,25,4475
93,53,62,9052
74,80,90,13860
36,85,31,3751
46,9,12,660
36,52,10,880
37,34,25,1775
11,75,60,5160
56,98,56,8624
98,30,80,10240
95,52,99,14553
26,8,40,1360
29,74,49,5047
69,72,47,6627
88,41,73,9417
79,80,30,4770
71,35,86,9116
44,69,21,2373
54,98,96,14592
50,38,31,2728
25,16,94,3854
29,72,13,1313
42,12,78,4212
78,24,58,5916
43,78,43,5203
12,50,38,2356
62,9,85,6035
48,81,90,11610
62,69,88,11528
29,62,7,637
40,32,27,1944
62,33,66,6270
85,54,19,2641
21,96,33,3861
95,23,21,2478
52,5,31,1767
43,11,35,1890
6,29,40,1400
35,53,97,8536
78,22,99,9900
18,94,2,224
83,43,86,10836
66,24,58,5220
97,40,58,7946
86,38,2,248
44,47,33,3003
88,31,64,7616
4,12,55,880
7,89,44,4224
73,9,59,4838
41,82,95,11685
81,54,69,9315
88,69,64,10048
63,53,35,4060
59,32,6,546
30,26,99,5544
59,86,23,3335
33,23,27,1512
37,11,29,1392
91,79,43,7310
83,90,96,16608
63,70,38,5054
71,84,91,14105
76,82,30,4740
8,48,59,3304
16,76,16,1472
53,15,29,1972
27,86,92,10396
39,89,72,9216
50,60,71,7810
1,47,49,2352
65,38,75,7725
36,22,16,928
56,11,70,4690
17,26,68,2924
24,68,51,4692
72,44,32,3712
48,92,85,11900
21,67,90,7920
39,80,64,7616
99,91,79,15010
10,85,36,3420
95,47,28,3976
19,20,17,663
96,56,60,9120
46,65,70,7770
48,21,70,4830
96,38,70,9380
67,52,5,595
98,7,85,8925
33,68,90,9090
6,91,83,8051
97,79,84,14784
14,18,76,2432
97,92,88,16632
65,87,74,11248
41,88,72,9288
4,86,57,5130
35,18,4,212
13,16,50,1450
91,40,25,3275
15,40,33,1815
28,88,20,2320
77,82,19,3021
25,25,80,4000
37,63,0,0
18,73,45,4095
81,96,58,10266
56,53,40,4360
26,60,13,1118
45,49,89,8366
39,21,6,360
19,69,48,4224
52,5,56,3192
74,60,10,1340
73,35,12,1296
78,34,54,6048
8,74,77,6314
90,94,33,6072
31,46,68,5236
85,14,35,3465
85,50,66,8910
82,40,82,10004
63,38,32,3232
50,67,45,5265
49,70,22,2618
38,79,48,5616
31,25,46,2576
17,92,66,7194
15,47,29,1798
51,1,15,780
84,78,43,6966
12,36,25,1200
55,89,37,5328
56,17,77,5621
40,79,23,2737
65,66,54,7074
42,85,63,8001
12,71,64,5312
49,33,88,7216
67,80,33,4851
34,49,45,3735
61,2,45,2835
18,27,6,270
71,44,71,8165
71,88,57,9063
47,90,15,2055
47,77,25,3100
35,80,24,2760
49,5,79,4266
51,35,96,8256
55,36,93,8463
24,14,52,1976
34,31,13,845
80,93,23,3979
61,69,32,4160
55,43,40,3920
13,71,54,4536
67,8,50,3750
0,24,11,264
77,56,74,9842
83,41,94,11656
76,43,8,952
16,89,39,4095
20,81,71,7171
67,80,67,9849
59,13,9,648
82,81,71,11573
9,82,64,5824
38,5,98,4214
66,96,67,10854
77,65,40,5680
23,58,50,4050
3,77,91,7280
9,68,47,3619
96,61,23,3611
56,53,80,8720
43,58,40,4040
7,78,87,7395
14,82,52,4992
23,74,14,1358
46,48,64,6016
92,83,76,13300
66,28,14,1316
29,25,67,3618
48,3,13,663
89,19,49,5292
74,94,72,12096
44,32,48,3648
4,18,93,2046
70,14,15,1260
5,56,90,5490
25,41,31,2046
27,77,14,1456
56,51,4,428
49,9,7,406
5,10,34,510
16,23,73,2847
31,80,12,1332
1,78,13,1027
39,95,86,11524
30,25,89,4895
97,61,36,5688
56,64,68,8160
13,78,58,5278
47,6,21,1113
95,68,3,489
47,79,15,1890
5,21,78,2028
7,87,85,7990
91,35,55,6930
13,14,12,324
48,5,86,4558
45,17,85,5270
46,25,6,426
6,85,15,1365
40,84,16,1984
18,48,94,6204
4,53,68,3876
71,26,78,7566
89,32,26,3146
81,95,90,15840
51,33,26,2184
21,33,51,2754
55,21,46,3496
11,93,11,1144
36,32,76,5168
35,94,41,5289
84,23,10,1070
88,88,32,5632
78,4,62,5084
2,72,90,6660
14,38,28,1456
30,39,48,3312
92,2,46,4324
2,68,15,1050
87,50,9,1233
48,75,83,10209
4,57,94,5734
52,4,42,2352
2,5,92,644
10,12,96,2112
99,73,14,2408
68,95,82,13366
83,95,88,15664
34,64,30,2940
44,74,61,7198
33,83,53,6148
31,82,95,10735
1,64,62,4030
22,90,39,4368
62,88,50,7500
8,96,35,3640
33,22,55,3025
34,20,15,810
72,84,32,4992
32,74,54,5724
62,68,20,2600
55,80,62,8370
83,42,89,11125
19,28,56,2632
31,64,18,1710
66,88,94,14476
47,91,68,9384
75,17,69,6348
73,93,67,11122
53,11,75,4800
0,78,76,5928
61,15,82,6232
77,34,49,5439
55,80,17,2295
10,79,25,2225
83,22,2,210
0,25,60,1500
71,96,57,9519
67,55,28,3416
64,11,47,3525
31,62,22,2046
66,67,16,2128
29,8,38,1406
51,17,70,4760
70,57,40,5080
40,0,29,1160
59,78,55,7535
77,96,12,2076
49,81,62,8060
13,5,3,54
50,7,68,3876
44,6,34,1700
24,9,80,2640
12,30,42,1764
2,72,35,2590
75,63,86,11868
9,89,40,3920
4,18,23,506
87,26,57,6441
39,25,80,5120
45,33,23,1794
90,12,2,204
74,52,9,1134
1,51,21,1092
3,71,94,6956
16,60,75,5700
29,4,55,1815
79,41,60,7200
69,23,30,2760
35,12,52,2444
28,54,50,4100
13,79,19,1748
64,79,87,12441
57,44,38,3838
52,74,31,3906
17,71,44,3872
17,42,63,3717
50,21,66,4686
7,27,46,1564
87,57,98,14112
57,95,68,10336
66,61,47,5969
23,77,29,2900
87,28,11,1265
15,80,73,6935
8,27,69,2415
60,87,37,5439
94,78,6,1032
34,32,78,5148
70,75,45,6525
11,28,41,1599
76,84,49,7840
92,49,8,1128
38,6,80,3520
95,94,16,3024
42,30,6,432
81,56,42,5754
52,15,75,5025
67,89,84,13104
58,68,37,4662
88,96,80,14720
16,6,79,1738
0,72,13,936
37,60,99,9603
32,38,68,4760
62,58,76,9120
87,72,80,12720
0,46,68,3128
87,64,5,755
47,86,35,4655
18,82,27,2700
21,10,76,2356
18,81,7,693
85,93,99,17622
4,62,35,2310
73,74,32,4704
61,17,79,6162
21,74,60,5700
75,25,76,7600
92,81,71,12283
39,78,9,1053
93,45,26,3588
75,85,21,3360
21,34,90,4950
81,75,77,12012
38,22,83,4980
0,20,52,1040
10,70,36,2880
36,59,7,665
61,46,83,8881
